  0.37000000000000000        7.9796774627442291E-004	  0.31666133070418595       1.38929421548625309E-007
  0.38000000000000000        7.7343709391025346E-004	  0.32562401834193688       1.46438880886841372E-007
  0.39000000000000001        7.4928324031521033E-004	  0.33460992251842686       1.39862306174944051E-007
  0.40000000000000002        7.2553179778145664E-004	  0.34363805357667687       1.21142750743145899E-007
  0.41000000000000003        7.0220662789088732E-004	  0.35269441912092642       8.88208039097337920E-008
  0.41999999999999998        6.7932860699036670E-004	  0.36177116289868771       5.74359582585642903E-008
  0.42999999999999999        6.5691645496137457E-004	  0.37087397220629303       3.72373155101655973E-008
  0.44000000000000000        6.3498684896469220E-004	  0.38001684064082425       2.56816366154925813E-008
  0.45000000000000001        6.1355301102983598E-004	  0.38919004107046218       2.66858118849050419E-008
  0.46000000000000002        5.9262563547805109E-004	  0.39839114159907868       2.01051127053132606E-008
  0.47000000000000003        5.7221509958496034E-004	  0.40762158228495721       6.22150473500449053E-009
  0.47999999999999998        5.5232857901600315E-004	  0.41688943885094942      -1.34555873110286939E-008
  0.48999999999999999        5.3297131131320647E-004	  0.42619243006442120      -3.48150351362711691E-008
  0.50000000000000000        5.1414659947594582E-004	  0.43553055835315629      -3.42289426886934617E-008
  0.51000000000000001        4.9585628869239001E-004	  0.44489829013408250      -1.89321236448297681E-008
  0.52000000000000002        4.7810032110399151E-004	  0.45430545360204411       6.76096124506593565E-009
  0.53000000000000003        4.6087753057918595E-004	  0.46375340474535909       2.23079127516321446E-008
  0.54000000000000004        4.4418495023411798E-004	  0.47323678229391059       4.32749783037169461E-008
  0.55000000000000004        4.2801807771432966E-004	  0.48275699235146657       5.57072247721248498E-008
  0.56000000000000005        4.1237158933677044E-004	  0.49232039997943378       6.04817177170084708E-008
  0.57000000000000006        3.9723917059432965E-004	  0.50192186266362970       5.57874661921871351E-008
  0.57999999999999996        3.8261288269003055E-004	  0.51156860810382332       4.96036043325445708E-008
  0.58999999999999997        3.6848427818199982E-004	  0.52126125339796336       4.34863107819268013E-008
  0.59999999999999998        3.5484386378768150E-004	  0.53099486927842587       4.26817963019351237E-008
  0.60999999999999999        3.4168121178406840E-004	  0.54077556461432941       4.77761293333090614E-008
  0.62000000000000000        3.2898506715718851E-004	  0.55060822618253180       5.41993538855957413E-008
  0.63000000000000000        3.1674422172894943E-004	  0.56048800951900435       5.79308016440162332E-008
  0.64000000000000001        3.0494642605859200E-004	  0.57041142339150697       6.27587489058275411E-008
  0.65000000000000002        2.9357963603565652E-004	  0.58039234294878483       7.05888764677888719E-008
  0.66000000000000003        2.8263144353025933E-004	  0.59043075590883543       6.64897412895777695E-008
  0.67000000000000004        2.7208957017606082E-004	  0.60051158006504912       7.44295623451938365E-008
  0.68000000000000005        2.6194187438736277E-004	  0.61065007916979941       7.39366580110919352E-008
  0.69000000000000006        2.5217607689078574E-004	  0.62085483415816589       6.79750388683005718E-008
  0.70000000000000007        2.4278020890155876E-004	  0.63111051790139905       6.66554513102613974E-008
  0.70999999999999996        2.3374238558114731E-004	  0.64142326725045895       5.86202466779572537E-008
  0.71999999999999997        2.2505085221209386E-004	  0.65180863199196803       5.21396822097605628E-008
  0.72999999999999998        2.1669420795142921E-004	  0.66226023011667556       4.80558182557218327E-008
  0.73999999999999999        2.0866105081238873E-004	  0.67276829490652568       4.29608110962768214E-008
  0.75000000000000000        2.0094044561765463E-004	  0.68335614787296295       3.53918739151625264E-008
  0.76000000000000001        1.9352149129845851E-004	  0.69402571913217637       2.94622266877207425E-008
  0.77000000000000002        1.8639367120922313E-004	  0.70475622531686755       2.24944779858137628E-008
  0.78000000000000003        1.7954667117349958E-004	  0.71557727748374678       1.47793588580521357E-008
  0.79000000000000004        1.7297036083336942E-004	  0.72649315955569227       7.53476657076260908E-009
  0.80000000000000004        1.6665509543247449E-004	  0.73748595551596874       1.95374300375125709E-009
  0.81000000000000005        1.6059124921349955E-004	  0.74858059053321357       4.57694537922982009E-010
  0.82000000000000006        1.5476954969171036E-004	  0.75978832352698034       1.63918104410061202E-009
  0.83000000000000007        1.4918103293052102E-004	  0.77109238180723816       2.53272189120823735E-009
  0.83999999999999997        1.4381697818768348E-004	  0.78251603466965569       3.10206802595341252E-009
  0.84999999999999998        1.3866896155179982E-004	  0.79407951042545222       2.75559871188574279E-009
  0.85999999999999999        1.3372871888676295E-004	  0.80576413365416988       3.08634395275973750E-009
  0.87000000000000000        1.2898826739928950E-004	  0.81759927208619254       2.22762509951906704E-009
  0.88000000000000000        1.2443999362544061E-004	  0.82960934250899243       1.52035649776107937E-009
  0.89000000000000001        1.2007648129385126E-004	  0.84177378556290594       8.23242235123942956E-010
  0.90000000000000002        1.1589056118236646E-004	  0.85414107897552871      -2.48538842826696860E-010
  0.91000000000000003        1.1187515817296025E-004	  0.86671330107095756      -3.11107760538574529E-010
  0.92000000000000004        1.0802365411109236E-004	  0.87949859588832568       2.70630673958067308E-010
  0.93000000000000005        1.0432964238834835E-004	  0.89255296755585012       4.50916562118666708E-010
  0.94000000000000006        1.0078686545881630E-004	  0.90593317787598004       5.59259213754863954E-010
  0.95000000000000007        9.7389230716727311E-005	  0.91983179640635959       3.43606254912679279E-010
  0.95999999999999996        9.4130937840195160E-005	  0.93444787076910973       6.72903205866607484E-011
  0.96999999999999997        9.1006526995828801E-005	  0.94990181839491017       4.04478418179711127E-010
  0.97999999999999998        8.8010525312959750E-005	  0.96610954776357238       2.96600836014078439E-010
  0.98999999999999999        8.5137689498238948E-005	  0.98277819085878504      -8.06155638663312579E-012
   1.0000000000000000        8.2383062086774890E-005	   1.0000000000000000      -6.01274734212189910E-011
